LARGE_CATEGORY_CODE,LARGE_CATEGORY_NAME,MEDIUM_CATEGORY_CODE,MEDIUM_CATEGORY_NAME,SMALL_CATEGORY_CODE,DETAIL_CATEGORY_CODE,INDUSTRY_CLASSIFICATION_NAME,START_DATE,END_DATE,CREATION_DATETIME,CREATOR
Q,複合サービス事業,86,郵便局,862,862,郵便局受託業,,,,
Q,複合サービス事業,87,協同組合（他に分類されないもの）,-,87,協同組合（他に分類されないもの）,,,,
Q,複合サービス事業,87,協同組合（他に分類されないもの）,870,870,管理，補助的経済活動を行う事業所,,,,
Q,複合サービス事業,87,協同組合（他に分類されないもの）,871,871,農林水産業協同組合（他に分類されないもの）,,,,
Q,複合サービス事業,87,協同組合（他に分類されないもの）,872,872,事業協同組合（他に分類されないもの）,,,,
R,サービス業（他に分類されないもの）,-,,-,R,サービス業（他に分類されないもの）,,,,
R,サービス業（他に分類されないもの）,88,廃棄物処理業,-,88,廃棄物処理業,,,,
R,サービス業（他に分類されないもの）,88,廃棄物処理業,880,880,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,88,廃棄物処理業,881,881,一般廃棄物処理業,,,,
R,サービス業（他に分類されないもの）,88,廃棄物処理業,882,882,産業廃棄物処理業,,,,
R,サービス業（他に分類されないもの）,88,廃棄物処理業,889,889,その他の廃棄物処理業,,,,
R,サービス業（他に分類されないもの）,89,自動車整備業,-,89,自動車整備業,,,,
R,サービス業（他に分類されないもの）,89,自動車整備業,890,890,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,89,自動車整備業,891,891,自動車整備業,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,-,90,機械等修理業（別掲を除く）,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,900,900,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,901,901,機械修理業（電気機械器具を除く）,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,902,902,電気機械器具修理業,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,903,903,表具業,,,,
R,サービス業（他に分類されないもの）,90,機械等修理業（別掲を除く）,909,909,その他の修理業,,,,
R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,-,91,職業紹介・労働者派遣業,,,,
R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,910,910,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,911,911,職業紹介業,,,,
R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,912,912,労働者派遣業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,-,92,その他の事業サービス業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,920,920,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,921,921,速記・ワープロ入力・複写業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,922,922,建物サービス業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,922,92A,ビルメンテナンス業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,922,92B,その他の建物サービス業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,923,923,警備業,,,,
R,サービス業（他に分類されないもの）,92,その他の事業サービス業,929,929,他に分類されない事業サービス業,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,-,93,政治・経済・文化団体,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,931,931,経済団体,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,932,932,労働団体,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,933,933,学術・文化団体,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,934,934,政治団体,,,,
R,サービス業（他に分類されないもの）,93,政治・経済・文化団体,939,939,他に分類されない非営利的団体,,,,
R,サービス業（他に分類されないもの）,94,宗教,-,94,宗教,,,,
R,サービス業（他に分類されないもの）,94,宗教,941,941,神道系宗教,,,,
R,サービス業（他に分類されないもの）,94,宗教,942,942,仏教系宗教,,,,
R,サービス業（他に分類されないもの）,94,宗教,943,943,キリスト教系宗教,,,,
R,サービス業（他に分類されないもの）,94,宗教,949,949,その他の宗教,,,,
R,サービス業（他に分類されないもの）,95,その他のサービス業,-,95,その他のサービス業,,,,
R,サービス業（他に分類されないもの）,95,その他のサービス業,950,950,管理，補助的経済活動を行う事業所,,,,
R,サービス業（他に分類されないもの）,95,その他のサービス業,951,951,集会場,,,,
R,サービス業（他に分類されないもの）,95,その他のサービス業,952,952,と畜場,,,,
R,サービス業（他に分類されないもの）,95,その他のサービス業,959,959,他に分類されないサービス業,,,,
S,公務（他に分類されるものを除く）,-,,-,S,公務（他に分類されるものを除く）,,,,
S,公務（他に分類されるものを除く）,97,国家公務,-,97,国家公務,,,,
S,公務（他に分類されるものを除く）,97,国家公務,971,971,立法機関,,,,
S,公務（他に分類されるものを除く）,97,国家公務,972,972,司法機関,,,,
S,公務（他に分類されるものを除く）,97,国家公務,973,973,行政機関,,,,
S,公務（他に分類されるものを除く）,98,地方公務,-,98,地方公務,,,,
S,公務（他に分類されるものを除く）,98,地方公務,981,981,都道府県機関,,,,
S,公務（他に分類されるものを除く）,98,地方公務,982,982,市町村機関,,,,
