LARGE_CATEGORY_CODE,LARGE_CATEGORY_NAME,MEDIUM_CATEGORY_CODE,MEDIUM_CATEGORY_NAME,SMALL_CATEGORY_CODE,DETAIL_CATEGORY_CODE,INDUSTRY_CLASSIFICATION_NAME,START_DATE,END_DATE,CREATION_DATETIME,CREATOR
I,卸売業，小売業,55,その他の卸売業,-,55,その他の卸売業,,,,
I,卸売業，小売業,55,その他の卸売業,550,550,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,55,その他の卸売業,551,551,家具・建具・じゅう器等卸売業,,,,
I,卸売業，小売業,55,その他の卸売業,552,552,医薬品・化粧品等卸売業,,,,
I,卸売業，小売業,55,その他の卸売業,553,553,紙・紙製品卸売業,,,,
I,卸売業，小売業,55,その他の卸売業,559,559,他に分類されない卸売業,,,,
I,卸売業，小売業,55,その他の卸売業,559,55A,代理商，仲立業,,,,
I,卸売業，小売業,55,その他の卸売業,559,55B,他に分類されないその他の卸売業,,,,
I,卸売業，小売業,56,各種商品小売業,-,56,各種商品小売業,,,,
I,卸売業，小売業,56,各種商品小売業,560,560,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,56,各種商品小売業,561,561,百貨店，総合スーパー,,,,
I,卸売業，小売業,56,各種商品小売業,569,569,その他の各種商品小売業（従業者が常時50人未満のもの）,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,-,57,織物・衣服・身の回り品小売業,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,570,570,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,571,571,呉服・服地・寝具小売業,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,572,572,男子服小売業,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,573,573,婦人・子供服小売業,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,574,574,靴・履物小売業,,,,
I,卸売業，小売業,57,織物・衣服・身の回り品小売業,579,579,その他の織物・衣服・身の回り品小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,-,58,飲食料品小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,580,580,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,58,飲食料品小売業,581,581,各種食料品小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,582,582,野菜・果実小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,583,583,食肉小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,584,584,鮮魚小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,585,585,酒小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,586,586,菓子・パン小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,589,589,その他の飲食料品小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,589,58A,料理品小売業,,,,
I,卸売業，小売業,58,飲食料品小売業,589,58B,他に分類されない飲食料品小売業,,,,
I,卸売業，小売業,59,機械器具小売業,-,59,機械器具小売業,,,,
I,卸売業，小売業,59,機械器具小売業,590,590,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,59,機械器具小売業,591,591,自動車小売業,,,,
I,卸売業，小売業,59,機械器具小売業,592,592,自転車小売業,,,,
I,卸売業，小売業,59,機械器具小売業,593,593,機械器具小売業（自動車，自転車を除く）,,,,
I,卸売業，小売業,60,その他の小売業,-,60,その他の小売業,,,,
I,卸売業，小売業,60,その他の小売業,600,600,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,60,その他の小売業,601,601,家具・建具・畳小売業,,,,
I,卸売業，小売業,60,その他の小売業,602,602,じゅう器小売業,,,,
I,卸売業，小売業,60,その他の小売業,603,603,医薬品・化粧品小売業,,,,
I,卸売業，小売業,60,その他の小売業,604,604,農耕用品小売業,,,,
I,卸売業，小売業,60,その他の小売業,605,605,燃料小売業,,,,
I,卸売業，小売業,60,その他の小売業,606,606,書籍・文房具小売業,,,,
I,卸売業，小売業,60,その他の小売業,607,607,スポーツ用品・がん具・娯楽用品・楽器小売業,,,,
I,卸売業，小売業,60,その他の小売業,607,60A,スポーツ用品小売業,,,,
I,卸売業，小売業,60,その他の小売業,607,60B,がん具・娯楽用品小売業,,,,
I,卸売業，小売業,60,その他の小売業,607,60C,楽器小売業,,,,
I,卸売業，小売業,60,その他の小売業,608,608,写真機・時計・眼鏡小売業,,,,
I,卸売業，小売業,60,その他の小売業,609,609,他に分類されない小売業,,,,
I,卸売業，小売業,60,その他の小売業,609,60D,花・植木小売業,,,,
I,卸売業，小売業,60,その他の小売業,609,60E,ペット・ペット用品小売業,,,,
I,卸売業，小売業,60,その他の小売業,609,60F,中古品小売業（他に分類されないもの）,,,,
I,卸売業，小売業,60,その他の小売業,609,60G,他に分類されないその他の小売業,,,,
I,卸売業，小売業,61,無店舗小売業,-,61,無店舗小売業,,,,
I,卸売業，小売業,61,無店舗小売業,610,610,管理，補助的経済活動を行う事業所,,,,
I,卸売業，小売業,61,無店舗小売業,611,611,通信販売・訪問販売小売業,,,,
I,卸売業，小売業,61,無店舗小売業,612,612,自動販売機による小売業,,,,
I,卸売業，小売業,61,無店舗小売業,619,619,その他の無店舗小売業,,,,
J,金融業，保険業,-,,-,J,金融業，保険業,,,,
J,金融業，保険業,62,銀行業,-,62,銀行業,,,,
J,金融業，保険業,62,銀行業,620,620,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,62,銀行業,621,621,中央銀行,,,,
J,金融業，保険業,62,銀行業,622,622,銀行（中央銀行を除く）,,,,
J,金融業，保険業,63,協同組織金融業,-,63,協同組織金融業,,,,
J,金融業，保険業,63,協同組織金融業,630,630,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,63,協同組織金融業,631,631,中小企業等金融業,,,,
J,金融業，保険業,63,協同組織金融業,632,632,農林水産金融業,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,-,64,貸金業，クレジットカード業等非預金信用機関,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,640,640,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,641,641,貸金業,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,642,642,質屋,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,643,643,クレジットカード業，割賦金融業,,,,
J,金融業，保険業,64,貸金業，クレジットカード業等非預金信用機関,649,649,その他の非預金信用機関,,,,
J,金融業，保険業,65,金融商品取引業，商品先物取引業,-,65,金融商品取引業，商品先物取引業,,,,
J,金融業，保険業,65,金融商品取引業，商品先物取引業,650,650,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,65,金融商品取引業，商品先物取引業,651,651,金融商品取引業,,,,
J,金融業，保険業,65,金融商品取引業，商品先物取引業,652,652,商品先物取引業，商品投資顧問業,,,,
J,金融業，保険業,66,補助的金融業等,-,66,補助的金融業等,,,,
J,金融業，保険業,66,補助的金融業等,660,660,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,66,補助的金融業等,661,661,補助的金融業，金融附帯業,,,,
J,金融業，保険業,66,補助的金融業等,662,662,信託業,,,,
J,金融業，保険業,66,補助的金融業等,663,663,金融代理業,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,-,67,保険業（保険媒介代理業，保険サービス業を含む）,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,670,670,管理，補助的経済活動を行う事業所,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,671,671,生命保険業,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,672,672,損害保険業,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,673,673,共済事業，少額短期保険業,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,674,674,保険媒介代理業,,,,
J,金融業，保険業,67,保険業（保険媒介代理業，保険サービス業を含む）,675,675,保険サービス業,,,,
K,不動産業，物品賃貸業,-,,-,K,不動産業，物品賃貸業,,,,
K,不動産業，物品賃貸業,68,不動産取引業,-,68,不動産取引業,,,,
K,不動産業，物品賃貸業,68,不動産取引業,680,680,管理，補助的経済活動を行う事業所,,,,
K,不動産業，物品賃貸業,68,不動産取引業,681,681,建物売買業，土地売買業,,,,
K,不動産業，物品賃貸業,68,不動産取引業,682,682,不動産代理業・仲介業,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,-,69,不動産賃貸業・管理業,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,690,690,管理，補助的経済活動を行う事業所,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,691,691,不動産賃貸業（貸家業，貸間業を除く）,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,692,692,貸家業，貸間業,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,693,693,駐車場業,,,,
K,不動産業，物品賃貸業,69,不動産賃貸業・管理業,694,694,不動産管理業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,-,70,物品賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,700,700,管理，補助的経済活動を行う事業所,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,701,701,各種物品賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,701,70C,総合リース業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,701,70D,その他の各種物品賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,702,702,産業用機械器具賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,703,703,事務用機械器具賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,704,704,自動車賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,705,705,スポーツ・娯楽用品賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,709,709,その他の物品賃貸業,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,709,70A,音楽・映像記録物賃貸業（別掲を除く）,,,,
K,不動産業，物品賃貸業,70,物品賃貸業,709,70B,他に分類されない物品賃貸業,,,,
L,学術研究，専門・技術サービス業,-,,-,L,学術研究，専門・技術サービス業,,,,
L,学術研究，専門・技術サービス業,71,学術・開発研究機関,-,71,学術・開発研究機関,,,,
L,学術研究，専門・技術サービス業,71,学術・開発研究機関,710,710,管理，補助的経済活動を行う事業所,,,,
L,学術研究，専門・技術サービス業,71,学術・開発研究機関,711,711,自然科学研究所,,,,
L,学術研究，専門・技術サービス業,71,学術・開発研究機関,712,712,人文・社会科学研究所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,-,72,専門サービス業（他に分類されないもの）,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,720,720,管理，補助的経済活動を行う事業所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,721,721,法律事務所，特許事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,721,72A,法律事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,721,72B,特許事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,722,722,公証人役場，司法書士事務所，土地家屋調査士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,722,72J,公証人役場，司法書士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,722,72K,土地家屋調査士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,723,723,行政書士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,724,724,公認会計士事務所，税理士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,724,72C,公認会計士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,724,72D,税理士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,725,725,社会保険労務士事務所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,726,726,デザイン業,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,727,727,著述・芸術家業,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,728,728,経営コンサルタント業，純粋持株会社,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,728,72E,経営コンサルタント業,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,728,72F,純粋持株会社,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,729,729,その他の専門サービス業,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,729,72G,興信所,,,,
L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,729,72H,他に分類されない専門サービス業,,,,
L,学術研究，専門・技術サービス業,73,広告業,-,73,広告業,,,,
L,学術研究，専門・技術サービス業,73,広告業,730,730,管理，補助的経済活動を行う事業所,,,,
L,学術研究，専門・技術サービス業,73,広告業,731,731,広告業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,-,74,技術サービス業（他に分類されないもの）,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,740,740,管理，補助的経済活動を行う事業所,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,741,741,獣医業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,742,742,土木建築サービス業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,742,74A,建築設計業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,742,74B,測量業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,742,74C,その他の土木建築サービス業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,743,743,機械設計業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,744,744,商品・非破壊検査業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,745,745,計量証明業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,746,746,写真業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,746,74D,写真業（商業写真業を除く）,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,746,74E,商業写真業,,,,
L,学術研究，専門・技術サービス業,74,技術サービス業（他に分類されないもの）,749,749,その他の技術サービス業,,,,
M,宿泊業，飲食サービス業,-,,-,M,宿泊業，飲食サービス業,,,,
M,宿泊業，飲食サービス業,75,宿泊業,-,75,宿泊業,,,,
M,宿泊業，飲食サービス業,75,宿泊業,750,750,管理，補助的経済活動を行う事業所,,,,
M,宿泊業，飲食サービス業,75,宿泊業,751,751,旅館，ホテル,,,,
M,宿泊業，飲食サービス業,75,宿泊業,752,752,簡易宿所,,,,
M,宿泊業，飲食サービス業,75,宿泊業,753,753,下宿業,,,,
M,宿泊業，飲食サービス業,75,宿泊業,759,759,その他の宿泊業,,,,
M,宿泊業，飲食サービス業,75,宿泊業,759,75A,会社・団体の宿泊所,,,,
M,宿泊業，飲食サービス業,75,宿泊業,759,75B,他に分類されない宿泊業,,,,
M,宿泊業，飲食サービス業,76,飲食店,-,76,飲食店,,,,
M,宿泊業，飲食サービス業,76,飲食店,760,760,管理，補助的経済活動を行う事業所,,,,
M,宿泊業，飲食サービス業,76,飲食店,761,761,食堂，レストラン（専門料理店を除く）,,,,
M,宿泊業，飲食サービス業,76,飲食店,762,762,専門料理店,,,,
M,宿泊業，飲食サービス業,76,飲食店,762,76A,日本料理店,,,,
M,宿泊業，飲食サービス業,76,飲食店,762,76B,中華料理店,,,,
M,宿泊業，飲食サービス業,76,飲食店,762,76C,焼肉店,,,,
M,宿泊業，飲食サービス業,76,飲食店,762,76D,その他の専門料理店,,,,
M,宿泊業，飲食サービス業,76,飲食店,763,763,そば・うどん店,,,,
M,宿泊業，飲食サービス業,76,飲食店,764,764,すし店,,,,
M,宿泊業，飲食サービス業,76,飲食店,765,765,酒場，ビヤホール,,,,
M,宿泊業，飲食サービス業,76,飲食店,766,766,バー，キャバレー，ナイトクラブ,,,,
M,宿泊業，飲食サービス業,76,飲食店,767,767,喫茶店,,,,
M,宿泊業，飲食サービス業,76,飲食店,769,769,その他の飲食店,,,,
M,宿泊業，飲食サービス業,76,飲食店,769,76E,ハンバーガー店,,,,
M,宿泊業，飲食サービス業,76,飲食店,769,76F,お好み焼・焼きそば・たこ焼店,,,,
M,宿泊業，飲食サービス業,76,飲食店,769,76G,他に分類されない飲食店,,,,
M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,-,77,持ち帰り・配達飲食サービス業,,,,
M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,770,770,管理，補助的経済活動を行う事業所,,,,
M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,771,771,持ち帰り飲食サービス業,,,,
M,宿泊業，飲食サービス業,77,持ち帰り・配達飲食サービス業,772,772,配達飲食サービス業,,,,
N,生活関連サービス業，娯楽業,-,,-,N,生活関連サービス業，娯楽業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,-,78,洗濯・理容・美容・浴場業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,780,780,管理，補助的経済活動を行う事業所,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,781,781,洗濯業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,781,78A,普通洗濯業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,781,78B,リネンサプライ業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,782,782,理容業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,783,783,美容業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,784,784,一般公衆浴場業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,785,785,その他の公衆浴場業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,789,789,その他の洗濯・理容・美容・浴場業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,789,78C,洗張・染物業,,,,
N,生活関連サービス業，娯楽業,78,洗濯・理容・美容・浴場業,789,78D,他に分類されない洗濯・理容・美容・浴場業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,-,79,その他の生活関連サービス業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,790,790,管理，補助的経済活動を行う事業所,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,791,791,旅行業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,793,793,衣服裁縫修理業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,794,794,物品預り業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,795,795,火葬・墓地管理業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,796,796,冠婚葬祭業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,796,79A,葬儀業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,796,79B,結婚式場業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,796,79C,冠婚葬祭互助会,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,799,799,他に分類されない生活関連サービス業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,799,79D,写真プリント，現像・焼付業,,,,
N,生活関連サービス業，娯楽業,79,その他の生活関連サービス業,799,79E,他に分類されないその他の生活関連サービス業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,-,80,娯楽業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,800,800,管理，補助的経済活動を行う事業所,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,801,801,映画館,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,802,802,興行場（別掲を除く），興行団,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,803,803,競輪・競馬等の競走場，競技団,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,804,スポーツ施設提供業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80A,スポーツ施設提供業（別掲を除く）,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80B,体育館,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80C,ゴルフ場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80D,ゴルフ練習場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80E,ボウリング場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80F,テニス場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80G,バッティング・テニス練習場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,804,80H,フィットネスクラブ,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,805,805,公園，遊園地,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,806,806,遊戯場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,806,80J,マージャンクラブ,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,806,80K,パチンコホール,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,806,80L,ゲームセンター,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,806,80M,その他の遊戯場,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,809,809,その他の娯楽業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,809,80N,カラオケボックス業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,809,80Q,娯楽に附帯するサービス業,,,,
N,生活関連サービス業，娯楽業,80,娯楽業,809,80R,他に分類されない娯楽業,,,,
O,教育，学習支援業,-,,-,O,教育，学習支援業,,,,
O,教育，学習支援業,81,学校教育,-,81,学校教育,,,,
O,教育，学習支援業,81,学校教育,810,810,管理，補助的経済活動を行う事業所,,,,
O,教育，学習支援業,81,学校教育,811,811,幼稚園,,,,
O,教育，学習支援業,81,学校教育,812,812,小学校,,,,
O,教育，学習支援業,81,学校教育,813,813,中学校,,,,
O,教育，学習支援業,81,学校教育,814,814,高等学校，中等教育学校,,,,
O,教育，学習支援業,81,学校教育,815,815,特別支援学校,,,,
O,教育，学習支援業,81,学校教育,816,816,高等教育機関,,,,
O,教育，学習支援業,81,学校教育,817,817,専修学校，各種学校,,,,
O,教育，学習支援業,81,学校教育,817,81A,専修学校,,,,
O,教育，学習支援業,81,学校教育,817,81B,各種学校,,,,
O,教育，学習支援業,81,学校教育,818,818,学校教育支援機関,,,,
O,教育，学習支援業,81,学校教育,819,819,幼保連携型認定こども園,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,-,82,その他の教育，学習支援業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,820,820,管理，補助的経済活動を行う事業所,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,821,社会教育,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82A,公民館,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82B,図書館,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82C,博物館，美術館,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82D,動物園，植物園，水族館,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82N,社会通信教育,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,821,82P,その他の社会教育,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,822,822,職業・教育支援施設,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,823,823,学習塾,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,824,教養・技能教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82F,音楽教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82G,書道教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82H,生花・茶道教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82J,そろばん教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82K,外国語会話教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82L,スポーツ・健康教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,824,82M,その他の教養・技能教授業,,,,
O,教育，学習支援業,82,その他の教育，学習支援業,829,829,他に分類されない教育，学習支援業,,,,
P,医療，福祉,-,,-,P,医療，福祉,,,,
P,医療，福祉,83,医療業,-,83,医療業,,,,
P,医療，福祉,83,医療業,830,830,管理，補助的経済活動を行う事業所,,,,
P,医療，福祉,83,医療業,831,831,病院,,,,
P,医療，福祉,83,医療業,832,832,一般診療所,,,,
P,医療，福祉,83,医療業,833,833,歯科診療所,,,,
P,医療，福祉,83,医療業,834,834,助産・看護業,,,,
P,医療，福祉,83,医療業,834,83A,助産所,,,,
P,医療，福祉,83,医療業,834,83B,看護業,,,,
P,医療，福祉,83,医療業,835,835,療術業,,,,
P,医療，福祉,83,医療業,836,836,医療に附帯するサービス業,,,,
P,医療，福祉,83,医療業,836,83C,歯科技工所,,,,
P,医療，福祉,83,医療業,836,83D,その他の医療に附帯するサービス業,,,,
P,医療，福祉,84,保健衛生,-,84,保健衛生,,,,
P,医療，福祉,84,保健衛生,840,840,管理，補助的経済活動を行う事業所,,,,
P,医療，福祉,84,保健衛生,841,841,保健所,,,,
P,医療，福祉,84,保健衛生,842,842,健康相談施設,,,,
P,医療，福祉,84,保健衛生,849,849,その他の保健衛生,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,-,85,社会保険・社会福祉・介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,850,850,管理，補助的経済活動を行う事業所,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,851,851,社会保険事業団体,,,,
P,医療，福祉,84,保健衛生,852,852,福祉事務所,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,853,853,児童福祉事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,853,85A,保育所,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,853,85B,その他の児童福祉事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,854,老人福祉・介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85C,特別養護老人ホーム,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85D,介護老人保健施設,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85E,通所・短期入所介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85F,訪問介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85G,認知症老人グループホーム,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85H,有料老人ホーム,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,854,85J,その他の老人福祉・介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,855,855,障害者福祉事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,859,859,その他の社会保険・社会福祉・介護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,859,85K,更生保護事業,,,,
P,医療，福祉,85,社会保険・社会福祉・介護事業,859,85L,他に分類されない社会保険・社会福祉・介護事業,,,,
Q,複合サービス事業,-,,-,Q,複合サービス事業,,,,
Q,複合サービス事業,86,郵便局,-,86,郵便局,,,,
Q,複合サービス事業,86,郵便局,860,860,管理，補助的経済活動を行う事業所,,,,
Q,複合サービス事業,86,郵便局,861,861,郵便局,,,,
